Peak	PeakRanges	Gene	rObs	pvalZ
7065	19993	chr11:65381950-65382671	SLC25A45	0.994580783955518	9.62787893854511e-09
7066	20001	chr11:65544703-65558668	LTBP3	0.997783833687202	0
7067	20003	chr11:65570459-65570487	LTBP3	0.0326687314725939	0.42164225826937
7068	20002	chr11:65570272-65570273	SSSCA1-AS1	1	1.64301905414277e-12
7069	20007	chr11:65607025-65614221	MAP3K11	0.996640221110381	0
7070	20010	chr11:65662894-65663090	RELA	0.995231396271033	0.000135845340682006
7071	20013	chr11:65720800-65720947	RNASEH2C	0.998056585759673	8.76676509165009e-12
7072	20014	chr11:65745728-65745729	AP5B1	0.294546120151836	0.00860928282405471
7073	20015	chr11:65780975-65780976	AP5B1	0.997673459235889	3.37586514298494e-10
7074	20020	chr11:65856963-65861421	CFL1	0.880082362759417	1.65390873896332e-05
7075	20024	chr11:65888513-65888539	FIBP	0.996746705346335	1.11022302462516e-16
7076	20026	chr11:65900387-65900419	FOSL1	0.99975950861215	1.62147593130157e-08
7077	20027	chr11:65918359-65919062	C11orf68	0.998182743439904	9.66265956137136e-11
7078	20031	chr11:66002155-66002176	EIF1AD	0.99957921310992	1.04472763773344e-10
7079	20034	chr11:66026478-66026479	CATSPER1	0.999948983496128	1.11022302462516e-16
7080	20040	chr11:66246238-66246239	YIF1A	0.362276101787179	0.000939740614433582
7081	20049	chr11:66285334-66289145	YIF1A	0.9994631448585	2.21395124455626e-11
7082	20052	chr11:66317043-66317044	CD248	1	1.64301905414277e-12
7083	20054	chr11:66336401-66336840	RIN1	0.999263705959199	9.97814617931247e-07
7084	20055	chr11:66345103-66345119	BRMS1	0.998538010914117	6.43555023716047e-08
7085	20061	chr11:66438833-66438848	MRPL11	0.998056585759673	0
7086	20067	chr11:66546047-66546235	ZDHHC24	0.999167556468978	1.01174402189486e-10
7087	20070	chr11:66568605-66568606	CTSF	1	5.45634574744547e-07
7088	20071	chr11:66593062-66593063	CCDC87	1	0
7089	20075	chr11:66677747-66677887	RBM4B	0.998005538794121	0
7090	20090	chr11:67353513-67356972	POLD4	0.989576707922895	1.77217263086504e-09
7091	20095	chr11:67401792-67401871	PPP1CA	0.982766999905318	3.28995714005131e-08
7092	20101	chr11:67443475-67443821	CORO1B	0.994843448571764	0
7093	20104	chr11:67469249-67469251	TMEM134	0.99957921310992	6.00601790523569e-11
7094	20106	chr11:67504368-67505365	PITPNM1	0.9994631448585	0
7095	20107	chr11:67508090-67508631	CDK2AP2	0.995923196536594	8.56834477003243e-06
7096	20113	chr11:67629929-67629937	NUDT8	1	5.45634574744547e-07
7097	20118	chr11:68004096-68004097	UNC93B1	0.994638127507498	1.58404743100249e-07
7098	20124	chr11:68121387-68121444	CHKA	0.998318744793232	0.000111458308552637
7099	20126	chr11:68190075-68213828	KMT5B	0.987080248551379	0
7100	20127	chr11:68271946-68271973	C11orf24	0.999739685014462	2.10612658757547e-06
7101	20134	chr11:68799267-68841931	CPT1A	0.994703700894739	7.11652958784725e-14
7102	20136	chr11:68903777-68903832	MRPL21	0.996797063380598	0
7103	20197	chr11:71813414-71818238	ALG1L9P	1	0
7104	20204	chr11:72014290-72014291	NUMA1	0.0770273552003954	0.376923907040618
7105	20205	chr11:72035986-72080693	NUMA1	0.985175161836409	0
7106	20207	chr11:72103235-72103297	LAMTOR1	0.991933660552322	5.08060260528964e-12
7107	20209	chr11:72111442-72112780	ANAPC15	0.997302619840548	0
7108	20221	chr11:72434530-72434680	CLPB	0.996976901690424	7.17426118512776e-12
7109	20224	chr11:72642430-72674422	PDE2A	1	0
7110	20228	chr11:72700087-72793599	ARAP1	0.990355411408016	1.43773881688958e-12
7111	20230	chr11:72781841-72793681	STARD10	1	0
7112	20247	chr11:73760094-73761137	RAB6A	0.984519294210079	2.90845125761052e-12
7113	20250	chr11:73874474-73876846	COA4	0.999965644593308	2.68205356035445e-07
7114	20253	chr11:73970286-73970287	UCP2	0.0507541969306269	0.425927495077833
7115	20254	chr11:73982829-73983246	UCP2	0.923384664713641	6.64655795956648e-08
7116	20255	chr11:73983448-73983449	UCP2	0.0307876789591504	0.505304456272378
7117	20260	chr11:74311639-74311640	P4HA3	0.999862571290494	0
7118	20262	chr11:74398432-74398433	PGM2L1	0.998650188116949	1.10582492718336e-06
7119	20265	chr11:74462366-74467628	KCNE3	0.999862571290494	7.90484344648235e-11
7120	20271	chr11:74931723-74931724	XRRA1	0.118127137170038	0.139489214515352
7121	20272	chr11:74949115-74949187	XRRA1	0.975294840620126	0
7122	20282	chr11:75351660-75351705	ARRB1	0.98675287420875	8.1780219992611e-05
7123	20285	chr11:75449939-75525941	GDPD5	0.999380009683106	1.16928688953521e-12
7124	20304	chr11:76381131-76381132	THAP12	0.996499345174969	0
7125	20325	chr11:77411903-77474062	PAK1	0.982209858849566	8.53785678267549e-07
7126	20328	chr11:77637750-77637794	CLNS1A	0.983806443844996	0
7127	20336	chr11:77911153-77994670	INTS4	0.991096741133352	2.13495887635418e-12
7128	20341	chr11:78079818-78079862	NDUFC2	0.983538770634108	1.11022302462516e-16
7129	20342	chr11:78139591-78139653	ALG8	0.99909880012322	1.11022302462516e-16
7130	20344	chr11:78188625-78188626	KCTD21	0.999862571290494	9.79250014410127e-12
7131	20346	chr11:78324757-78324758	GAB2	0.669070047956661	0.00747855635809513
7132	20351	chr11:78573529-78574864	NARS2	0.997537255200076	5.89133286599264e-09
7133	20366	chr11:82900429-82900430	PRCP	0.997263493046105	5.6621374255883e-15
7134	20368	chr11:82997412-83071923	RAB30	0.999822899139672	0
7135	20378	chr11:83285977-83286407	CCDC90B	0.996797063380598	0
7136	20386	chr11:85665101-85682908	CREBZF	0.997760355531002	1.70079061945216e-10
7137	20388	chr11:85715136-85811159	SYTL2	0.995249854082877	0
7138	20391	chr11:86068779-86069882	PICALM	0.946593852704351	0.0825489419845148
7139	20411	chr11:88175442-88175443	RAB38	1	0
7140	20412	chr11:88337732-88337761	CTSC	0.987142422105651	2.8555686083509e-06
7141	20415	chr11:89048021-89065945	GRM5	1	5.45634574744547e-07
7142	20430	chr11:90209477-90223077	CHORDC1	0.992534404627972	1.11022302462516e-16
7143	20440	chr11:93197454-93197991	SLC36A4	0.994229218986788	0
7144	20443	chr11:93479188-93543391	SMCO4	0.997926662307686	6.72972969573138e-08
7145	20446	chr11:93741494-93741495	TAF1D	0.924733499336386	2.18676721952527e-07
7146	20466	chr11:94973555-94973556	CWC15	0.996710178416736	6.58559873301101e-09
7147	20472	chr11:95150538-95231254	SESN3	0.301495721193021	0.000600888042305958
7148	20473	chr11:95231045-95232541	SESN3	0.983573021280419	1.0795808691455e-12
7149	20477	chr11:95789560-95789782	FAM76B	0.997925739313926	8.26116952623579e-13
7150	20479	chr11:95924095-95924295	MTMR2	0.999167629880312	0
7151	20481	chr11:96093519-96343195	MAML2	0.917520372730868	0.0010659499225022
7152	20482	chr11:96384746-96389956	CCDC82	0.99493889688014	7.90478793533111e-13
7153	20506	chr11:102452365-102452839	TMEM123	0.977067001840585	0
7154	20521	chr11:103092159-103092189	DCUN1D5	0.998604153604755	1.29258659331555e-09
7155	20527	chr11:104164146-104164379	PDGFD	0.999895882138299	9.65198143632051e-10
7156	20529	chr11:104956697-104968574	CASP4	0.96783541110871	4.07064870699969e-09
7157	20530	chr11:105023135-105023168	CASP5	0.999862571290494	4.88563162148736e-08
7158	20531	chr11:105034474-105035250	CASP1	0.983569111866288	1.17379787336613e-05
7159	20532	chr11:105045323-105045324	CARD16	0.982205411460087	0
7160	20537	chr11:106010584-106022240	MSANTD4	0.999380009683106	7.93021204259503e-12
7161	20538	chr11:106059110-106077459	KBTBD3	0.999739685014462	1.00981826345325e-07
7162	20546	chr11:107457843-107457844	CWF19L2	0.947316142844333	0.0636830747517794
7163	20547	chr11:107565517-107565746	ALKBH8	0.998538010914117	0
7164	20550	chr11:107858560-107928293	SLC35F2	0.99879545684129	0
7165	20557	chr11:108222637-108222638	NPAT	0.994894359022882	0
7166	20559	chr11:108461568-108467531	C11orf65	0.993504662300079	2.7386020118314e-08
7167	20570	chr11:110296613-110296712	RDX	0.9852422537794	2.36299857458988e-09
7168	20582	chr11:111379274-111379275	POU2AF1	0.999789628692318	7.19948215488486e-08
7169	20590	chr11:111766367-111766389	PPP2R1B	0.998171692977503	1.44451117733979e-12
7170	20593	chr11:111870864-111871581	ALG9	0.999220611872403	1.14375175996884e-12
7171	20595	chr11:111879164-111879165	FDXACB1	1	5.45634574744547e-07
7172	20603	chr11:112074085-112074299	TIMM8B	0.142237067850308	0.282902839925522
7173	20604	chr11:112086755-112086798	TIMM8B	0.999240574883683	2.84257476446115e-08
7174	20606	chr11:112164073-112164094	IL18	1	1.64301905414277e-12
7175	20612	chr11:112260859-112260860	PLET1	0.999965644593308	1.61935734821483e-08
7176	20613	chr11:112270748-112290218	PLET1	0.397640590732857	0.000742230624076745
7177	20631	chr11:113773691-113773692	ZW10	0.99957921310992	5.21804821573824e-15
7178	20634	chr11:113829466-113875570	USP28	0.998757830637506	6.63857857574612e-12
7179	20643	chr11:114400416-114400511	C11orf71	0.999140893312203	0
7180	20663	chr11:116772986-116772987	BUD13	0.999739685014462	7.66053886991358e-15
7181	20665	chr11:116788022-116788023	ZPR1	0.998860645806415	0
7182	20678	chr11:117232072-117232095	PCSK7	0.951525717593873	7.02629066040572e-11
7183	20681	chr11:117295572-117316259	BACE1	1	0
7184	20697	chr11:118213358-118225094	JAML	0.968690780219622	1.91517903103122e-06
7185	20698	chr11:118252346-118252365	MPZL3	0.999305821877944	0
7186	20699	chr11:118264296-118264536	MPZL2	0.999948983496128	2.40869546530575e-11
7187	20701	chr11:118342630-118342744	CD3D	0.974591522907441	2.30170231763083e-08
7188	20712	chr11:118565809-118566076	IFT46	1	6.83535329448759e-08
7189	20719	chr11:118790947-118791164	DDX6	0.962329974228485	2.86637380497723e-12
7190	20723	chr11:118910903-118925608	BCL9L	0.996222093407735	1.51599585107576e-08
7191	20728	chr11:119004892-119004893	RPS25	0.0718711011508012	0.310534389806232
7192	20729	chr11:119018342-119018343	RPS25	0.810140053095964	0.0712087944252191
7193	20731	chr11:119030905-119030906	SLC37A4	0.999862571290494	1.66699987147467e-12
7194	20733	chr11:119057111-119057227	HYOU1	0.999380009683106	2.36988966229035e-08
7195	20738	chr11:119095466-119095467	H2AFX	0.999895882138299	6.52811138479592e-14
7196	20739	chr11:119101836-119108331	DPAGT1	0.999140893312203	0
7197	20752	chr11:119364206-119381711	USP2	1	0
7198	20759	chr11:119728552-119729200	NECTIN1	1	4.44089209850063e-16
7199	20794	chr11:123060385-123062335	HSPA8	0.912802330551107	3.93982057500519e-05
7200	20795	chr11:123062654-123062655	HSPA8	0.0456300549654109	0.451204732549401
7201	20802	chr11:123741659-123741671	ZNF202	0.999948983496128	0
7202	20830	chr11:124673738-124676303	SIAE	0.999948983496128	2.22044604925031e-16
7203	20837	chr11:124776241-124800673	MSANTD2	0.999380009683106	6.9520439405224e-07
7204	20849	chr11:125102808-125111708	TMEM218	0.999895882138299	8.24384591702199e-08
7205	20856	chr11:125495664-125592510	FEZ1	1	0
7206	20867	chr11:125896329-125903221	PUS3	0.999739685014462	1.59326996040932e-11
7207	20877	chr11:126211645-126211650	RPUSD4	0.999948983496128	5.61444712943171e-08
7208	20879	chr11:126268894-126268982	SRPRA	0.997086233271301	0
7209	20899	chr11:128522200-128587558	ETS1	0.953571247222171	0.000264669590401612
7210	20903	chr11:128696022-128696023	SENCR	1	7.66904906246424e-09
7211	20911	chr11:129617268-129617269	LINC01395	1	1.64301905414277e-12
7212	20914	chr11:129892875-129894441	NFRKB	0.996454568768084	0
7213	20915	chr11:129947460-130002835	PRDM10	0.998209370460478	0
7214	20919	chr11:130261888-130314917	ZBTB44	0.99167831099447	6.86306647390555e-06
7215	20927	chr11:130893873-130916509	SNX19	0.993309609813059	0
7216	20945	chr11:133956753-133956985	IGSF9B	0.999948983496128	0
7217	20951	chr11:134223990-134224532	NCAPD3	0.995650715329678	1.06873399019491e-11
7218	20953	chr11:134253247-134253370	THYN1	0.99957921310992	7.40637507989916e-08
7219	20970	chr12:66766-77376	IQSEC3	1	0
7220	20982	chr12:389347-401644	CCDC77	0.999789628692318	4.81005371089083e-08
7221	20993	chr12:991207-1027772	ERC1	0.956341786461821	0
7222	20997	chr12:1574656-1631315	WNT5B	0.999895882138299	7.13835706100951e-08
7223	20999	chr12:1691069-1691070	ADIPOR2	0.987204514068772	2.735256465769e-12
7224	21020	chr12:2794969-2795140	FKBP4	0.999789628692318	4.61409288554648e-09
7225	21022	chr12:2812667-2812668	ITFG2	0.99297686789291	0
7226	21027	chr12:2877198-2877223	RHNO1	0.999687635573238	9.52719347857567e-10
7227	21029	chr12:2890890-2890907	TULP3	0.9994631448585	9.40136857252583e-13
7228	21046	chr12:4273761-4273762	CCND2	0.994886598627852	0
7229	21048	chr12:4307762-4321213	TIGAR	0.991448661504428	2.37726505147862e-11
7230	21052	chr12:4538889-4538930	RAD51AP1	0.999948983496128	1.02070474294891e-09
7231	21053	chr12:4562203-4590320	DYRK4	0.999380009683106	0
7232	21056	chr12:4649113-4684980	NDUFA9	0.994771316095983	7.44113179296235e-07
7233	21078	chr12:6199714-6226328	CD9	1	1.64301905414277e-12
7234	21079	chr12:6310435-6319460	PLEKHG6	0.999948983496128	5.72275929083821e-05
7235	21082	chr12:6375428-6385119	LTBR	0.999831305160095	6.55031584528842e-14
7236	21084	chr12:6444866-6444867	CD27	0.973952154163549	3.6700298628678e-05
7237	21086	chr12:6452041-6452072	TAPBPL	0.997484272744117	1.27331145627352e-10
7238	21090	chr12:6494101-6494102	NCAPD2	0.997783833687202	1.33226762955019e-15
7239	21091	chr12:6510274-6510275	GAPDH	0.0665357458113032	0.345082029713085
7240	21093	chr12:6534516-6536605	GAPDH	0.918818012163431	0.00402548764844246
7241	21107	chr12:6724013-6724298	COPS7A	0.998860645806415	0
7242	21110	chr12:6766334-6766375	PTMS	0.999368841811555	4.30982799559665e-07
7243	21111	chr12:6772518-6772520	LAG3	0.999862580733819	7.9107609352036e-11
7244	21112	chr12:6789527-6789536	CD4	0.989416885430616	4.34097202628436e-14
7245	21113	chr12:6821703-6821868	GPR162	0.999739685014462	1.11022302462516e-16
7246	21117	chr12:6852127-6852148	USP5	0.999248414349016	6.15063555642337e-14
7247	21118	chr12:6867118-6868114	TPI1	0.957886523876873	0
7248	21120	chr12:6873568-6905634	LRRC23	0.999158448371174	4.45978719731954e-07
7249	21122	chr12:6914326-6915207	ENO2	0.99957921310992	2.55351295663786e-15
7250	21123	chr12:6924462-6927959	ATN1	0.99957921310992	0.000146389902546229
7251	21124	chr12:6943816-6944122	C12orf57	0.99087261578295	0
7252	21126	chr12:6946576-6951356	PTPN6	0.973838431355895	1.67549836671554e-07
7253	21130	chr12:6970912-6970913	EMG1	0.998209088245502	1.05771569280932e-09
7254	21131	chr12:6988258-7060718	C1S	0.999592643708489	1.16738874123001e-09
7255	21134	chr12:7108307-7108571	C1RL-AS1	0.999862571290494	9.99200722162641e-16
7256	21138	chr12:7130370-7155905	CLSTN3	1	0
7257	21141	chr12:7189162-7190361	PEX5	0.999553372630993	4.38338254582504e-12
7258	21156	chr12:8032715-8033360	FOXJ2	0.999687635573238	7.94669114956292e-08
7259	21158	chr12:8076938-8082280	NECAP1	0.994819045539344	5.86629038679121e-08
7260	21159	chr12:8123631-8123879	CLEC4A	0.999948983496128	2.39500641541213e-11
7261	21161	chr12:8180268-8193573	FAM66C	1	4.10349678957589e-05
7262	21170	chr12:8455961-8455962	CLEC6A	1	1.64301905414277e-12
7263	21171	chr12:8513502-8513503	CLEC4D	0.999895882138299	9.63678803422852e-08
7264	21177	chr12:8697921-8713743	RIMKLB	0.999895882138299	9.16640604875507e-06
7265	21180	chr12:8822620-8845004	A2ML1	1	0
7266	21182	chr12:8914508-8914731	PHC1	0.999380009683106	0.000145610118897799
7267	21185	chr12:8989545-8989621	KLRG1	0.99879545684129	1.4403043402389e-07
7268	21188	chr12:9065162-9065177	A2M-AS1	0.999948983496128	0
7269	21200	chr12:9669712-9669735	CLEC2D	0.952011954322309	2.17925677503672e-12
7270	21204	chr12:9827480-9827521	KLRF1	0.999114432957819	0.00305765623276666
7271	21210	chr12:9951315-9971597	CLEC12A	0.994562824974933	1.34231604880242e-05
7272	21213	chr12:10010631-10010632	CLEC12B	0.999739685014462	0
7273	21219	chr12:10170541-10179013	TMEM52B	0.999948983496128	1.92068583260152e-14
7274	21220	chr12:10212835-10213440	GABARAPL1	0.997285650709394	7.1936900880587e-12
7275	21242	chr12:10884252-11047190	PRH2	0.213737013433164	0.0255705818355215
7276	21244	chr12:10929235-10929236	PRH2	1	1.64301905414277e-12
7277	21253	chr12:11171193-11171194	SMIM10L1	0.998005538794121	0
7278	21256	chr12:11212218-11212219	SMIM10L1	0.13260301415576	0.295005112796559
7279	21262	chr12:11548029-11548030	LINC01252	0.999895882138299	0
7280	21264	chr12:11649853-11649854	ETV6	0.972271863753274	0.000416717364453589
7281	21265	chr12:12049843-12071468	BCL2L14	0.999739685014462	0
7282	21269	chr12:12357077-12357418	BORCS5	0.979323239505228	4.80206940878247e-09
7283	21272	chr12:12611875-12611876	CREBL2	0.998860857952785	1.13185973926733e-08
7284	21276	chr12:12717367-12717822	CDKN1B	0.99114034787438	5.5512255792145e-08
7285	21277	chr12:12718972-12718973	CDKN1B	0.184745734094269	0.102111127037165
7286	21278	chr12:12724010-12724011	CDKN1B	0.0233948938517371	0.633587638342873
7287	21279	chr12:12725930-12785607	APOLD1	0.997852899981091	0
7288	21289	chr12:13196722-13211511	EMP1	0.999645807063153	1.66533453693773e-14
7289	21297	chr12:14365631-14423761	ATF7IP	0.925631467466588	7.6697417306093e-09
7290	21299	chr12:14567392-14567393	PLBD1-AS1	1	0
7291	21305	chr12:14774382-14774383	H2AFJ	0.997370426565891	6.29845064992196e-11
7292	21323	chr12:15882386-15882394	STRAP	0.981094830113564	5.75095526755831e-14
7293	21324	chr12:15911331-15956588	DERA	0.998325225549284	8.00718810922696e-07
7294	21326	chr12:16347141-16353417	MGST1	1	2.80576339939387e-10
7295	21341	chr12:19129751-19205325	PLEKHA5	0.999789628692318	6.36337047166258e-07
7296	21343	chr12:19404065-19440581	AEBP2	0.992436450507719	6.90192347718721e-12
7297	21357	chr12:21437654-21437915	PYROXD1	0.993029187481725	0
7298	21359	chr12:21501788-21501830	GOLT1B	0.995213866453166	0
7299	21369	chr12:22046217-22046218	CMAS	0.999504089357838	0
7300	21377	chr12:22625074-22625357	ETNK1	0.988637959646189	6.12914734521297e-08
7301	21391	chr12:25004341-25052740	LRMP	0.979394936956063	1.34607880397652e-10
7302	21392	chr12:25100979-25100980	LRMP	0.104020135781677	0.282257390263491
7303	21406	chr12:25959028-26055236	RASSF8	0.999948983496128	0
7304	21409	chr12:26134966-26195673	SSPN	1	8.3529223537937e-09
7305	21419	chr12:26937980-26937981	FGFR1OP2	0.178623331540772	0.0655456630103237
7306	21420	chr12:26938469-26938500	FGFR1OP2	0.995352185060569	2.22044604925031e-15
7307	21423	chr12:27022545-27022558	MED21	0.998670654114877	2.22044604925031e-16
7308	21427	chr12:27244285-27244286	STK38L	0.9952713857288	1.49750656319725e-10
7309	21431	chr12:27524157-27524224	PPFIBP1	0.999795939189879	8.05274237292153e-08
7310	21437	chr12:27710831-27710835	MRPS35	0.99593100871868	3.77758935243833e-11
7311	21439	chr12:27780232-27780233	KLHL42	0.99957921310992	0
7312	21446	chr12:28190426-28257200	CCDC91	0.945156573047886	3.43491901588777e-12
7313	21449	chr12:29149277-29223745	FAR2	0.998280896322541	7.24265092344467e-12
7314	21457	chr12:29389288-29425925	OVCH1-AS1	0.999433189387959	2.22044604925031e-16
7315	21472	chr12:31073859-31073898	DDX11	0.999739685014462	5.17363929475323e-14
7316	21480	chr12:31647159-31661937	ETFBKMT	0.999739685014462	4.14812633131589e-08
7317	21488	chr12:32106834-32107332	BICD1	0.997470368535023	3.36508598763885e-13
7318	21494	chr12:32679199-32679323	DNM1L	0.99124431767685	1.31650801371563e-10
7319	21506	chr12:34022467-34022496	ALG10	1	0
7320	21512	chr12:38316761-38316774	ALG10B	0.999965644593308	0
7321	21521	chr12:39626166-39626183	C12orf40	0.999948983496128	0
7322	21524	chr12:40156112-40203639	LRRK2	0.160363560042263	0.0989960182696191
7323	21525	chr12:40223802-40224915	LRRK2	0.198962894616318	0.101153493595077
7324	21526	chr12:40224996-40225011	LRRK2	0.996573075505248	0.133922181670561
